point,dateBegin,dateEnd,time,contact,phone,event,url
祀典興濟宮,2020-12-31,2021-01-04,整日,王小姐,2250326,建醮活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7737292
祀典興濟宮,2021-04-21,2021-04-29,整日,王小姐,2250326,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7757705
開基天后宮,2020-10-24,2020-10-25,15時至23時,劉先生,2294911,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7718924
開基天后宮,2021-01-02,2021-01-03,7時至22時,何小姐,2294911,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7737292
開基天后宮,2021-01-12,2021-01-14,9時至24時,何小姐,2294911,建醮活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7738749
開基天后宮,2021-03-16,2021-03-18,8時至22時,何小姐,2294911,建醮行臺搭設,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7750919
開基天后宮,2021-03-20,2021-03-20,6時30分至23時,何小姐,2294911,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7752351
開基天后宮,2021-05-03,2021-05-04,8時至24時,王先生,2294911,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7760769
元和宮,2020-07-03,2020-07-03,12時至22時,徐小姐,2236380,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7682199
元和宮,2020-08-26,2020-08-26,17時至22時,徐小姐,3369287,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7704224
元和宮,2020-08-27,2020-08-29,7時至22時,徐小姐,3369287,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7704224
元和宮,2020-11-15,2020-11-15,16時至23時30分,徐小姐,2236280,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7726460
元和宮,2021-04-25,2021-04-26,8時至23時,徐小姐,2236380,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7757705
三老爺宮,2020-06-25,2020-06-27,8時至24時,戴先生,,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7682199
三老爺宮,2020-07-08,2020-07-10,8時至24時,李先生,,"7/8-7/10謝戲酬神			7/10打船醮開水路",https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7683756
三老爺宮,2020-07-11,2020-07-11,6時至16時,李先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7686394
明善堂,2020-07-25,2020-07-26,7時至24時,吳先生,,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7698014
明善堂,2020-09-05,2020-09-05,7時至22時,吳先生,,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
池王堂,2020-08-02,2020-08-02,8時至23時,姜先生,,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7699133
私壇(海安路三段),2020-08-06,2020-08-07,8時至23時,陳小姐,2280326,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7701023
代聖宮,2020-08-07,2020-08-07,整日,郭先生,2598927,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7701023
小北太帥宮,2020-08-02,2020-08-02,7時至23時,黃先生,2520218,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7699133
小北太帥宮,2020-08-30,2020-08-30,9時至19時,黃先生,2520218,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7705618
小北太帥宮,2021-09-12,2021-09-12,8時至20時,黃先生,2520218,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7798181
台南玉旨聖濟殿,2020-08-07,2020-08-09,12時至24時,張先生,,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7701023
勝安宮,2020-07-12,2020-07-12,7時至17時,莊先生,2377720,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7686394
勝安宮,2020-08-08,2020-08-08,7時至22時,莊先生,2377720,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7701023
勝安宮,2022-01-01,2022-01-01,6時至23時,莊先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7863584
盤古開天宮,2020-08-12,2020-08-13,18時至2時,王先生,2925594,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7701023
盤古開天宮,2021-02-19,2021-02-20,18時至2時,王先生,,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7745691
慈為堂,2020-09-09,2020-09-10,整日,葉先生,2511155,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
慈為堂,2020-11-13,2020-11-15,22時至22時,葉先生,2511155,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7720404
慈為堂,2021-01-30,2021-01-31,22時至22時,葉先生,2511155,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7741987
慈為堂,2021-03-26,2021-03-28,22時至22時,葉先生,2511155,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7753540
中庄城隍館,2020-09-16,2020-09-16,8時至18時,李先生,2813693,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
中庄城隍館,2020-11-27,2020-11-29,7時至21時,李先生,2813693,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7730292
私壇(開南街),2020-11-13,2020-11-15,8時至17時,黃先生,2379229,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7727788
龍虎寺,2020-11-21,2020-11-21,7時至22時,劉先生,2376890,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7728934
番婆寮復興宮,2020-11-29,2020-11-29,9時至24時,林小姐,3504389,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7730292
三山國王廟,2020-11-09,2020-11-10,8時至24時,施先生,2204578,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7726460
三山國王廟,2021-05-22,2021-05-22,8時至12時,朱先生,2204578,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7763717
三山國王廟,2021-10-29,2021-10-30,12時至24時,陳先生,2204578,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7825097
三山國王廟,2021-11-26,2021-11-26,6時至12時,陳先生,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7845271
小北拱福宮,2020-08-28,2020-08-28,6時至24時,陳先生,2821894,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7702467
小北拱福宮,2021-02-23,2021-02-24,8時至24時,陳先生,2821894,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7745691
小北拱福宮,2021-04-10,2021-04-10,5時至22時,陳先生,2821894,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7754933
三王宮,2020-08-29,2020-08-30,10時至22時,凃先生,2592494,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7704224
三王宮,2021-01-23,2021-01-24,8時至22時,涂先生,2592494,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7741987
三王宮,2021-02-19,2021-02-19,8時至22時,凃先生,25982494,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7746418
三王宮,2021-10-16,2021-10-17,12時至20時,涂先生,2595494,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7805503
慈祐宮,2020-08-29,2020-08-30,8時至18時,魏先生,3582996,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7705618
慈祐宮,2021-04-14,2021-04-14,7時至20時,魏先生,3582996,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7754933
慈祐宮,2021-05-23,2021-05-23,8時至18時,魏先生,3582996,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7763717
白龍安五靈堂,2020-08-30,2020-08-30,8時至24時,紀先生,2210295,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7704224
紫天混元聖殿,2020-08-30,2020-08-30,11時30分至19時,鍾小姐,2522204,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7705618
興濟宮,2020-08-31,2020-08-31,8時至23時,陳先生,2505453,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7704224
興濟宮,2020-10-31,2020-10-31,8時至22時,陳先生,2505453,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7718924
興濟宮,2021-03-13,2021-03-13,8時至23時,陳先生,2505453,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7750919
興濟宮,2021-10-20,2021-10-20,8時至23時,陳先生,2505453,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7805503
雙良宮,2020-08-31,2020-09-01,12時至23時,黃先生,2815872,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7705618
鄭子寮福安宮,2020-09-01,2020-09-01,8時至21時,鄭先生,2820597,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7704224
鄭子寮福安宮,2020-10-24,2020-10-24,7時至19時,蘇先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7718924
開基悳華殿,2020-08-17,2020-08-17,18時至22時,凃小姐,3580836,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7702467
開基悳華殿,2020-09-01,2020-09-02,10時至24時,凃小姐,3580836,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7704224
小北城隍廟,2020-09-01,2020-09-02,22時至22時,曾先生,2824320,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7705618
小北城隍廟,2020-11-01,2020-11-03,12時至24時,曾先生,2824320,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7720404
濟善堂,2020-09-02,2020-09-02,6時至20時,潘先生,,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7704224
聖元殿,2020-09-05,2020-09-05,6時至18時,陳劉小姐,2522645,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
山上北極殿,2020-09-06,2020-09-06,8時至20時,高小姐,2818947,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
南中慈惠堂,2020-09-04,2020-09-05,8時至22時,陳小姐,2523716,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
西來庵,2020-09-06,2020-09-06,6時至20時,陳先生,2281312,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
西來庵,2021-04-15,2021-04-15,12時至24時,陳先生,,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7754933
南廠福安堂,2020-09-06,2020-09-06,8時至23時,鍾先生,,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
玉朝宮,2020-09-09,2020-09-10,整日,曾先生,2824320,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
玉朝宮,2021-04-28,2021-04-29,15時至24時,陳先生,2514311,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7757705
正氣殿,2020-08-09,2020-08-09,,王先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7701023
正氣殿,2021-08-21,2021-08-21,7時至19時,李先生,2364448,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7793842
聖母壇,2020-08-21,2020-08-22,17時至23時,王先生,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7702467
聖母壇,2020-10-18,2020-10-18,5時至21時,王先生,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7717263
聖母壇,2021-04-24,2021-04-25,16時至23時,王先生,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7757705
聖母壇,2021-04-28,2021-04-29,17時至19時,王先生,,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7757705
聖母壇,2021-05-03,2021-05-03,16時至23時,王先生,,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7759236
陵興宮,2020-08-16,2020-08-16,6時至21時,鄭先生,2523057,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7702467
陵興宮,2020-10-30,2020-10-31,17時至22時,鄭先生,2523057,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7718924
陵興宮,2021-05-16,2021-05-16,6時至22時,許小姐,2523057,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7763717
總祿境,2020-08-20,2020-08-20,8時至24時,謝先生,2264443,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7702467
總祿境,2021-01-16,2021-01-16,8時至24時,謝先生,2264443,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7740591
總祿境,2021-09-20,2021-09-21,整日,黃先生,,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7799948
和勝堂,2020-07-01,2020-07-02,12時至12時,蔣先生,2220897,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7683756
玉皇玉聖宮,2020-06-22,2020-06-23,6時至22時,潘先生,2810731,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7680235
玉皇玉聖宮,2021-10-01,2021-10-03,17時至20時,吳先生,2501375,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7802775
開基陰陽公廟,2020-06-06,2020-06-06,6時至24時,陳先生,2281646,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7678453
開基陰陽公廟,2020-09-17,2020-09-17,6時至21時,張先生,2610541,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
開基陰陽公廟,2020-11-01,2020-11-01,10時至18時,章先生,2281646,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7720404
開基陰陽公廟,2021-09-07,2021-09-07,6時至21時,李先生,,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7796787
開基陰陽公廟,2021-10-30,2021-10-30,7時至17時,章先生,2610541*208,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7825097
道清宮,2020-09-03,2020-09-04,17時至22時,紀先生,,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
私壇(文賢路),2020-09-05,2020-09-05,6時至23時,黃先生,2595077,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
私壇(文賢路),2021-03-13,2021-03-14,10時至18時,黃先生,2500025,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7749566
私壇(文賢路),2021-03-24,2021-03-26,8時至24時,蔡先生,,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7753540
私壇(文賢路),2021-04-02,2021-04-03,17時至1時,吳小姐,,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7753540
道德三清宮,2020-09-05,2020-09-05,8時至17時,周先生,2816160,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
清總宮,2020-09-06,2020-09-06,8時至20時,李先生,,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
敬心壇,2020-09-06,2020-09-06,7時至22時,,2218821,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
延平鳳山宮,2020-09-09,2020-09-10,8時至18時,曾先生,2516839,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
普濟殿分部,2020-09-10,2020-09-10,8時至22時,周先生,2584937,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
佛來寺,2020-09-12,2020-09-13,15時至19時,釋先生,2810868,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
文靈宮,2020-09-15,2020-09-16,18時至21時,呂先生,2502781,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
文靈宮,2020-11-26,2020-11-26,8時至22時,呂先生,2502781,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7718924
文靈宮,2021-02-04,2021-02-04,8時至22時,呂先生,2596882,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7743587
文靈宮,2021-04-24,2021-04-24,5時至22時,呂先生,2596882,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7757705
文靈宮,2021-04-27,2021-04-28,22時至23時,呂先生,2596882,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7757705
首邑縣城隍廟,2020-09-16,2020-09-16,7時至24時,郭先生,2268268,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
妙天玉寺,2020-09-16,2020-09-16,9時至21時,薛先生,3506838,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
興聖堂,2020-10-30,2020-11-01,8時至20時,吳先生,2289001,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7718924
興聖堂,2021-02-19,2021-02-21,整日,吳先生,2289001,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7746418
興聖堂,2021-03-20,2021-03-20,6時至24時,吳先生,2289001,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7752351
台南代天府,2020-10-30,2020-11-01,7時至22時,吳先生,3581618,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7718924
台南代天府,2021-01-29,2021-01-30,20時至22時,吳先生,2589880,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7743587
三合宮,2020-10-30,2020-10-31,14時至22時,盧先生,,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7720404
私壇(富北街),2020-10-31,2020-10-31,13時至23時,徐先生,2296777,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7718924
天皇宮,2020-10-31,2020-10-31,9時至22時,黃先生,2518825,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7720404
私壇(大興街),2020-11-03,2020-11-04,13時至22時,黃先生,2592763,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7718924
朝南宮,2020-10-24,2020-10-24,8時至23時,史先生,2004823,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7718924
朝南宮,2021-09-05,2021-09-06,8時至18時,史先生,2000823,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7796787
朝南宮,2021-10-13,2021-10-20,8時至24時,史先生,2004823,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7805503
南華精舍,2021-12-24,2021-12-25,10時至19時,陳小姐,3587569,法會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7862487
大眾壇,2021-12-16,2021-12-17,15時至22時,王先生,,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7852681
澤祐堂,2021-01-14,2021-01-17,8時至24時,鄭先生,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7740591
澤祐堂,2021-02-08,2021-02-28,6時至24時,鄭先生,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7745691
開基玉皇宮,2021-01-23,2021-01-24,6時至24時,林先生,,遶境(如附件)-配合防疫取消,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7740591
普善宮,2021-05-08,2021-05-09,12時至20時30分,吳先生,,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7760769
文聖壇,2021-05-15,2021-05-16,12時至23時,陳先生,2219755,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7763717
白龍安范武堂,2021-05-21,2021-05-21,12時至22時,歐先生,,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7763717
聖媽宮,2021-02-19,2021-02-20,18時至10時,黃小姐,2747669,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7745691
聖媽宮,2021-05-03,2021-05-04,21時至22時,黃小姐,2747669,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7759236
菱洲宮,2021-02-19,2021-02-19,12時至24時,張先生,2589375,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7746418
菱洲宮,2021-09-18,2021-09-18,7時至22時,蔡先生,2585678,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7799948
菱洲宮,2021-09-21,2021-09-21,12時至22時,蔡先生,2585678,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7799948
靖安宮,2021-02-26,2021-02-27,9時至21時,王先生,2815081,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7748249
靖安宮,2021-03-07,2021-03-07,9時至23時,王先生,2815081,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7749566
小北鳳山堂,2021-11-28,2021-11-28,9時至18時,江先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7845271
混元老君堂,2021-11-13,2021-11-14,整日,周先生,,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7840523
福德宮,2021-11-27,2021-11-27,10時至22時,李先生,,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7845271
萬善爺公祖祠,2021-11-28,2021-11-28,整日,李先生,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7845271
台南山上北極殿,2021-09-05,2021-09-05,8時至22時,高先生,2818947,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7796787
台南山上北極殿,2021-10-13,2021-10-13,8時至23時,高先生,2818947,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7804288
大觀音亭暨祀典興濟宮,2021-09-05,2021-09-07,整日,吳先生,2286720,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7796787
大觀音亭暨祀典興濟宮,2021-10-22,2021-10-24,整日,吳先生,2286720,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7805503
興天宮,2021-04-30,2021-05-01,17時至23時,謝先生,,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7760769
金水宮,2021-05-03,2021-05-03,10時至18時,李先生,2201683,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7760769
聖君廟,2021-04-28,2021-04-29,21時至22時,戴陳小姐,2593812,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7757705
聖君廟,2021-05-01,2021-05-01,6時至22時,戴陳小姐,2593812,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7759236
聖母堂,2021-05-03,2021-05-05,10時至18時,謝小姐,2515820,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7760769
七娘媽堂,2021-05-03,2021-05-04,8時至22時,鄭先生,2516392,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7759236
