point,dateBegin,dateEnd,time,contact,phone,event,url
北極真武殿,2021-08-16,2021-08-16,8時至24時,吳先生,,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7791072
玄德宮,2020-07-26,2020-07-26,7時至14時,杜先生,2622567,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7698014
無極慈恩堂,2020-08-01,2020-08-01,7時30分治17時30分,方先生,2912112,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7699133
將軍廟,2020-08-01,2020-08-01,8時至22時,林先生,2644245,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7699133
將軍廟,2021-08-31,2021-08-31,8時至20時,林先生,,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7793842
碧龍宮,2020-11-27,2020-11-29,8時至24時,蘇先生,&nbsp;,建醮普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7728934
碧龍宮,2021-02-11,2021-02-12,23時至18時,蘇先生,2270083,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7745691
碧龍宮,2021-08-25,2021-08-25,8時至23時,蘇先生,,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7793842
廣聖宮,2020-11-28,2020-11-28,9時至22時,宋先生,,聖誕廟會活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7730292
閭山廣興壇,2020-11-28,2020-11-28,7時至12時,蘇先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7730292
建安宮,2020-08-31,2020-09-03,8時至8時,鄭先生,2223772,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7704224
建安宮,2020-10-31,2020-11-02,8時至24時,鄭先生,2259484,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7720404
建安宮,2021-04-12,2021-04-15,24時至8時,鄭先生,2223772,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7756056
建安宮,2021-05-03,2021-05-05,8時至8時,鄭先生,2223772,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7759236
建安宮,2021-08-21,2021-08-23,8時至24時,鄭先生,,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7793842
建安宮,2021-10-12,2021-10-16,19時至10時,鄭先生,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7805503
清心宮,2020-08-07,2020-08-07,8時至24時,黃先生,2622567,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7701023
廣平壇,2020-08-07,2020-08-07,12時至24時,鄭先生,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7701023
皇天宮,2020-08-07,2020-08-07,17時至23時,李先生,2627007,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7701023
九龍殿,2020-08-08,2020-08-08,8時至22時,黃先生,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7701023
武義堂,2020-08-12,2020-08-12,8時至24時,許先生,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7701023
桶盤淺朝玄宮,2020-08-15,2020-08-15,7時至18時,王先生,2155384,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7702467
桶盤淺朝玄宮,2021-04-10,2021-04-10,7時至18時,王先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7754933
桶盤淺朝玄宮,2021-04-13,2021-04-14,17時至22時30分,王先生,2155384,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7756056
桶盤淺朝玄宮,2021-08-22,2021-08-22,12時至20時30分,王先生,,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7793842
天元宮,2020-06-23,2020-06-24,8時至22時,吳先生,2155356,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7683756
天元宮,2020-09-06,2020-09-06,16時至22時,吳先生,2155356,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
五義堂,2020-06-25,2020-06-27,10時至22時,戴小姐,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7683756
塩埕北極殿,2020-09-04,2020-09-04,8時至22時,林先生,2653819,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
塩埕北極殿,2021-04-16,2021-04-16,整日,林先生,2653819,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7757705
塩埕北極殿,2021-08-20,2021-08-20,6時至12時,林先生,,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7793842
塩埕北極殿,2021-08-24,2021-08-24,8時至22時,林先生,,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7793842
佛龍宮,2020-09-06,2020-09-06,8時至17時,王小姐,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
佛龍宮,2021-03-14,2021-03-14,8時至17時,王小姐,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7750919
佛龍宮,2021-08-29,2021-08-29,8時至18時,王小姐,,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7793842
萬元廟,2020-09-07,2020-09-07,10時至20時30分,林先生,2629920,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
鎮海宮,2020-09-07,2020-09-07,8時至20時,楊先生,2650404,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
水柳宮種善堂,2020-09-09,2020-09-09,7時至24時,邱先生,2617017,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
和心堂,2020-09-13,2020-09-13,6時至22時,陳先生,,中元普渡祭拜活動,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7708978
和心堂,2021-03-06,2021-03-07,8時至22時,林先生,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7749566
和心堂,2021-05-01,2021-05-01,7時至22時,林先生,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7759236
城隍府,2020-09-19,2020-10-18,0時至24時,林先生,2644245,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7717263
代天府靈聖宮,2020-10-18,2020-10-18,7時至22時,鄭先生,2616021,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7717263
靈聖宮,2020-10-29,2020-11-01,12時至22時,鄭先生,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7720404
塩埕觀音寺,2020-11-01,2020-11-01,6時至20時,沈先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7718924
慈化亭觀音講堂,2020-11-01,2020-11-01,5時至22時,陳先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7720404
慈雲宮,2020-11-02,2020-11-03,7時至22時,蔡先生,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7720404
金鑾宮,2020-10-24,2020-10-24,6時至23時,柯先生,2647676,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7718924
金鑾宮,2021-05-03,2021-05-04,12時至22時,黃先生,2647676,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7759236
金鑾宮,2021-10-13,2021-10-14,8時至20時,黃先生,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7805503
南廠李王會,2021-05-08,2021-05-08,10時至22時,卓先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7760769
朱聖壇,2021-05-12,2021-05-12,8時至24時,許鄧小姐,2962376,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7762329
南廠保敬堂,2021-02-28,2021-02-28,6時至23時,陳先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7748249
保鯤堂,2021-02-26,2021-02-27,10時至24時,陳先生,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7748249
南廠水門宮,2021-11-13,2021-11-13,18時至20時,許先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7840523
南廠水門宮,2021-11-14,2021-11-14,12時至18時,許先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7840523
南廠水門宮,2021-11-20,2021-11-20,19時至19時30分,許先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7840523
泉州府水柳宮眾善堂,2021-08-29,2021-08-29,7時至24時,邱先生,,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7793842
泉州府水柳宮眾善堂,2021-10-13,2021-10-14,7時至24時,,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7805503
塩埕天后宮,2021-08-20,2021-08-20,整日,林先生,,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7793842
私壇(明興路),2021-08-21,2021-08-22,7時至23時,林先生,,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7793842
私壇(文南二街),2021-08-21,2021-08-22,12時至22時,林先生,,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7793842
鹽埕觀音寺,2021-08-22,2021-08-22,8時至18時,黃先生,,中元普渡,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7793842
賜澤堂,2021-05-01,2021-05-01,6時至22時,楊先生,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7760769
玄武壇,2021-04-09,2021-04-10,20時至22時,姚先生,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7756056
何仙宮,2021-04-13,2021-04-13,8時至18時,林先生,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7756056
府城永龍宮,2021-04-02,2021-04-04,23時至24時,林先生,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7753540
順天府,2021-04-03,2021-04-03,8時至22時,黃先生,,一般廟會,https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7753540
台南玉女壇,2021-03-13,2021-03-13,5時至22時,陳小姐,,遶境(如附件),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7749566
廣真宮,2021-03-20,2021-03-20,15時至22時,張先生,,遶境(新建路-中華西路等),https://www.tainan.gov.tw/News_Content.aspx?n=13371&s=7752351
